video_name,label_str,activity,group,max_tilt,delta_tilt,min_h_w_ratio,delta_h_w_ratio,weighted_tilt,weighted_velocity,weighted_ground_proximity,depth_drop,depth_variance,depth_range,stage3_fall_prob,LABEL
video000138,fall,stand,f_raw_s_1,18.011986,13.326465,1.44258,-1.110473,9.774918,0.012516,0.717332,0.41472,0.035511,0.539071,0.999967,1
video000138,fall,stand,f_raw_s_2,35.863727,34.064535,1.370101,-1.265277,17.054121,0.011305,0.726094,0.124256,0.021848,0.343538,0.999968,1
video000138,fall,stand,f_raw_s_3,54.117371,-6.509427,0.87071,0.114444,39.774496,0.010803,0.635219,0.028258,0.002088,0.123001,0.999968,1
video000139,fall,bed,f_raw_b_1,127.21035,-47.551296,0.726751,0.086073,78.256664,0.099941,0.658768,-0.065912,0.002512,0.14371,0.999961,1
video000139,fall,bed,f_raw_b_2,0.949842,-0.031385,4.317356,0.166302,0.422357,1.8e-05,0.993261,-0.021652,0.002111,0.147291,0.999932,1
video000139,fall,bed,f_raw_b_3,151.447766,26.439163,0.571215,0.267328,121.121836,0.04553,0.619233,-0.075911,0.096089,0.704329,0.999956,1
video000139,fall,chair,f_raw_c_1,8.638701,8.244585,1.457771,-1.586396,2.665038,0.024413,0.622863,0.05653,0.000664,0.085258,0.999968,1
video000139,fall,chair,f_raw_c_2,78.185149,56.76804,0.826752,-0.520278,55.228371,-0.00108,0.572185,0.13315,0.007855,0.246994,0.999971,1
video000139,fall,chair,f_raw_c_3,26.436616,-22.236182,1.208784,0.973818,12.846166,-0.010414,0.520405,-0.00169,0.000845,0.10312,0.999961,1
video000139,fall,stand,f_raw_s_1,34.987113,23.265147,1.641486,-1.291311,21.065221,0.020138,0.571823,0.01912,0.000398,0.056658,0.999967,1
video000139,fall,stand,f_raw_s_2,29.602214,24.578251,1.319343,-0.664739,10.136373,0.008577,0.713697,-0.190903,0.03765,0.454814,0.999965,1
video000139,fall,stand,f_raw_s_3,32.126922,6.079623,0.479675,-0.60899,23.290514,0.016275,0.666809,-0.016301,0.000326,0.054813,0.999969,1
video000140,fall,bed,f_raw_b_1,97.260221,-48.578985,0.62646,0.693292,76.990422,0.040936,0.750762,0.032245,0.012392,0.398729,0.99994,1
video000140,fall,bed,f_raw_b_2,0.884885,0.224723,4.054007,0.040731,0.573909,-0.000462,0.996394,0.013889,0.000174,0.032531,0.999932,1
video000140,fall,bed,f_raw_b_3,169.665418,17.913509,0.606664,-0.030234,136.928831,-0.00042,0.963426,-0.000102,2.8e-05,0.014331,0.999837,1
video000140,fall,chair,f_raw_c_1,52.883781,24.538235,1.507152,-0.909882,34.183678,0.007577,0.683634,0.072705,0.006564,0.253107,0.999968,1
video000140,fall,chair,f_raw_c_2,46.794144,42.438439,1.448976,-2.655154,24.354702,0.002729,0.507771,0.195038,0.004911,0.214277,0.99997,1
video000140,fall,chair,f_raw_c_3,80.975289,1.748273,0.492195,-0.311246,68.463981,-0.030282,0.896113,0.246247,0.146663,0.891055,0.999943,1
video000140,fall,stand,f_raw_s_1,84.296209,82.451235,1.947574,-3.641168,23.12903,0.0073,0.651911,-0.341805,0.052411,0.501916,0.999964,1
video000140,fall,stand,f_raw_s_2,27.728881,26.082063,1.085374,-0.748942,11.887467,0.007529,0.708801,0.015723,0.000238,0.045553,0.999967,1
video000140,fall,stand,f_raw_s_3,41.131758,25.180066,0.500997,-0.510824,27.78589,0.011655,0.695616,-0.166064,0.004965,0.232554,0.999965,1
video000141,fall,bed,f_raw_b_1,113.457516,-83.146397,0.571825,1.507566,78.009858,0.075726,0.663126,0.061647,0.020453,0.422111,0.999953,1
video000141,fall,bed,f_raw_b_2,106.682793,-93.439338,0.746715,0.648783,65.414389,0.104257,0.448448,-0.504896,0.108984,0.820251,0.999957,1
video000141,fall,bed,f_raw_b_3,164.874798,-75.878628,0.530172,0.039125,135.506489,-0.010976,0.598091,0.474951,0.125882,0.924363,0.999952,1
video000141,fall,chair,f_raw_c_1,9.08305,3.119977,1.312645,0.771329,3.664414,0.026897,0.652547,0.107756,0.00991,0.276789,0.999967,1
video000141,fall,chair,f_raw_c_2,88.483537,30.113349,0.370511,-0.613283,77.80588,0.005554,0.498684,-0.038383,0.00107,0.099004,0.999971,1
video000141,fall,chair,f_raw_c_3,82.732483,-54.27382,0.443903,1.66509,54.097514,-0.018748,0.802649,0.132745,0.006552,0.195852,0.999959,1
video000141,fall,stand,f_raw_s_1,12.637503,10.450738,1.886112,-3.987503,6.474549,0.020134,0.48455,-0.029122,0.007778,0.315348,0.999969,1
video000141,fall,stand,f_raw_s_2,8.463833,2.376632,1.060952,-0.974914,4.554742,0.019437,0.673089,-0.109697,0.002144,0.150784,0.999966,1
video000141,fall,stand,f_raw_s_3,34.635251,20.412334,0.54063,-0.497243,22.062515,0.013574,0.674514,-0.01251,0.001,0.105828,0.999967,1
video000142,fall,bed,f_raw_b_1,80.586025,-46.287636,0.574003,0.781984,47.656389,0.026935,0.785253,0.067632,0.009615,0.336127,0.999955,1
video000142,fall,bed,f_raw_b_2,111.782383,-89.590343,0.569377,1.785415,69.821517,0.150738,0.637474,-0.072441,0.022681,0.436398,0.999953,1
video000142,fall,bed,f_raw_b_3,159.28701,7.571544,0.558056,-0.007888,151.283452,-0.001309,0.965416,0.00115,7e-06,0.009015,0.999778,1
video000142,fall,chair,f_raw_c_1,82.125396,36.480401,0.412404,-0.683799,66.226453,0.002819,0.514664,0.091403,0.003656,0.170452,0.999971,1
video000142,fall,chair,f_raw_c_2,90.955603,30.265258,0.405653,-0.337373,79.35973,0.002215,0.537569,0.077805,0.003071,0.150638,0.99997,1
video000142,fall,chair,f_raw_c_3,82.732483,-54.27382,0.443903,1.66509,54.097514,-0.018748,0.802649,0.132745,0.006552,0.195852,0.999959,1
video000142,fall,stand,f_raw_s_1,12.637503,10.450738,1.886112,-3.987503,6.474549,0.020134,0.48455,-0.117804,0.004443,0.184028,0.999969,1
video000142,fall,stand,f_raw_s_2,25.061679,21.334027,1.419473,-0.69638,9.663428,0.007708,0.72068,0.067143,0.000675,0.077968,0.999966,1
video000142,fall,stand,f_raw_s_3,27.374502,22.635781,0.568035,-0.521247,12.56259,0.01109,0.68805,0.022058,0.000549,0.06596,0.999966,1
video000143,fall,bed,f_raw_b_1,1.306397,0.781479,4.859416,-0.157865,0.912525,-0.000882,0.969261,-0.03178,0.00142,0.11824,0.999935,1
video000143,fall,bed,f_raw_b_2,106.988035,-13.173552,0.657635,-0.111913,51.687203,0.030684,0.641509,-0.12185,0.030426,0.437158,0.999962,1
video000143,fall,bed,f_raw_b_3,68.338566,-65.75897,1.10411,4.008762,43.438522,-0.030777,0.637029,0.406753,0.053063,0.599495,0.999959,1
video000143,fall,chair,f_raw_c_1,80.252619,34.780339,0.420191,-0.573564,68.102028,0.002698,0.529752,-0.017129,0.002429,0.13572,0.99997,1
video000143,fall,chair,f_raw_c_2,90.231695,28.915439,0.345881,-0.383358,79.074645,0.006624,0.560235,0.140051,0.007174,0.215557,0.99997,1
video000143,fall,chair,f_raw_c_3,36.576303,-27.195688,0.929496,0.463762,13.002767,-0.024244,0.893001,0.068735,0.003963,0.16863,0.999955,1
video000143,fall,stand,f_raw_s_1,33.014846,8.257124,1.525424,-4.082377,10.74162,0.027408,0.435026,0.117314,0.002923,0.179997,0.999969,1
video000143,fall,stand,f_raw_s_2,37.69505,-9.643678,0.945415,-0.372873,19.027871,0.002877,0.560864,0.136687,0.029675,0.417758,0.999971,1
video000143,fall,stand,f_raw_s_3,46.127815,18.991472,0.46351,-0.623168,36.84111,0.013853,0.649663,-0.018295,0.00153,0.110998,0.999968,1
video000144,fall,bed,f_raw_b_1,0.227725,-0.153005,4.417749,0.040055,0.1074,1e-05,0.999209,0.096086,0.005696,0.233902,0.999931,1
video000144,fall,bed,f_raw_b_2,121.051594,-22.960315,0.802281,-0.497258,111.336874,0.01932,0.443874,-0.082199,0.01999,0.413593,0.999956,1
video000144,fall,bed,f_raw_b_3,77.099835,0.312199,1.02235,-0.249517,54.600279,0.002322,0.688523,0.482693,0.066805,0.641601,0.999958,1
video000144,fall,chair,f_raw_c_1,88.892548,-0.031379,0.269554,1e-05,88.876858,6e-06,0.390705,0.000518,0.0,0.000777,0.999969,1
video000144,fall,chair,f_raw_c_2,94.090799,26.585492,0.320922,-0.386205,83.338509,0.0084,0.484045,-0.000911,0.001001,0.093199,0.999971,1
video000144,fall,chair,f_raw_c_3,36.576303,-27.195688,0.929496,0.463762,13.002767,-0.024244,0.893001,0.068735,0.003963,0.16863,0.999955,1
video000144,fall,stand,f_raw_s_1,38.31192,2.764863,1.604376,-4.034543,11.271006,0.033053,0.440971,0.152657,0.003107,0.197668,0.999969,1
video000144,fall,stand,f_raw_s_2,28.541928,8.771751,0.872069,-0.587853,20.039768,0.026343,0.544281,-0.191897,0.006313,0.230971,0.999968,1
video000144,fall,stand,f_raw_s_3,37.8998,13.067229,0.53961,-0.419992,30.488376,0.012847,0.653275,-0.041473,0.000274,0.054542,0.99997,1
video000145,fall,bed,f_raw_b_1,39.83493,0.033287,1.064209,-0.038681,6.48661,0.007567,0.926622,0.034079,0.004306,0.191335,0.999938,1
video000145,fall,bed,f_raw_b_2,113.484413,-7.36026,0.722915,-0.01798,74.695969,0.02102,0.634728,-0.015624,0.008657,0.294117,0.999963,1
video000145,fall,bed,f_raw_b_3,130.534472,-75.597624,1.207461,3.045161,67.802042,0.000848,0.671586,0.255138,0.032612,0.475621,0.999961,1
video000145,fall,chair,f_raw_c_1,56.991865,51.841752,1.420069,-3.253844,31.068992,0.004751,0.544857,-0.105937,0.003776,0.192765,0.99997,1
video000145,fall,chair,f_raw_c_2,88.347346,39.06089,0.365094,-0.581575,74.132566,0.002977,0.544813,0.057367,0.000885,0.094671,0.999971,1
video000145,fall,chair,f_raw_c_3,16.930381,-9.230125,1.412085,-0.31973,11.589792,0.00043,0.942293,-0.118768,0.003201,0.170883,0.999946,1
video000145,fall,stand,f_raw_s_1,62.383147,21.972018,1.411896,-4.136016,21.304146,0.027217,0.362294,-0.115087,0.006584,0.214762,0.99997,1
video000145,fall,stand,f_raw_s_2,30.954962,10.007292,0.695683,-0.626094,25.092275,0.017932,0.489282,-0.141041,0.005762,0.198379,0.99997,1
video000145,fall,stand,f_raw_s_3,30.399741,15.077929,0.585673,-0.489649,18.641136,0.012774,0.650685,-0.014066,6.5e-05,0.023324,0.999969,1
video000146,fall,bed,f_raw_b_1,0.985485,0.38724,4.310791,-0.016326,0.653213,-0.000181,0.996567,0.002212,4.2e-05,0.020842,0.999931,1
video000146,fall,bed,f_raw_b_2,43.775245,16.531698,1.075267,-1.01335,26.704945,-0.004383,0.539316,0.049682,0.042617,0.688977,0.999968,1
video000146,fall,bed,f_raw_b_3,69.718453,-0.349263,1.168393,0.153238,45.167262,0.007219,0.61476,0.263074,0.058301,0.705711,0.999959,1
video000146,fall,chair,f_raw_c_1,92.534922,81.647536,1.523196,-1.685135,46.931467,-0.006633,0.566636,-0.10951,0.004376,0.190534,0.999967,1
video000146,fall,chair,f_raw_c_2,83.947489,-58.240494,0.550533,0.332572,57.350914,0.040662,0.576442,0.108123,0.00995,0.25739,0.99997,1
video000146,fall,chair,f_raw_c_3,16.853417,-2.681812,1.384476,-0.161215,12.698379,-0.000767,0.943182,-0.053982,0.001309,0.112277,0.999946,1
video000146,fall,stand,f_raw_s_1,62.383147,21.972018,1.411896,-4.136016,21.304146,0.027217,0.362294,-0.112377,0.013848,0.391328,0.99997,1
video000146,fall,stand,f_raw_s_2,8.126934,-0.073332,1.208511,0.005376,5.326593,-0.020115,0.607495,0.013215,0.000255,0.046105,0.999969,1
video000146,fall,stand,f_raw_s_3,30.240102,-1.064376,0.534113,-0.351404,21.765262,0.0131,0.632697,-0.019071,6.5e-05,0.025517,0.999969,1
video000147,fall,bed,f_raw_b_1,104.727203,101.603834,0.935353,-2.943537,46.849387,0.062906,0.790626,-0.12481,0.00178,0.13329,0.999947,1
video000147,fall,bed,f_raw_b_2,27.882933,-18.900186,1.529574,11.302269,16.014193,0.025112,0.456608,-0.361778,0.018407,0.421867,0.999963,1
video000147,fall,bed,f_raw_b_3,92.336324,-91.664929,1.006581,3.385914,49.699573,-0.029755,0.746039,0.298584,0.051019,0.545375,0.999949,1
video000147,fall,chair,f_raw_c_1,179.746051,117.792619,0.0,-1.168832,108.564721,0.002923,0.472672,-0.065757,0.012705,0.320188,0.99997,1
video000147,fall,chair,f_raw_c_2,86.290659,3.979873,0.267496,-0.127703,72.067096,0.013194,0.582657,-0.003755,0.000107,0.034716,0.999969,1
video000147,fall,chair,f_raw_c_3,40.054259,-3.301185,0.764096,-2.399408,11.333246,0.010066,0.86254,0.042947,0.002092,0.135128,0.999957,1
video000147,fall,stand,f_raw_s_1,10.543004,7.95563,1.522286,-0.048758,6.485419,-0.021653,0.734509,-0.080401,0.003646,0.148842,0.999962,1
video000147,fall,stand,f_raw_s_2,55.12229,54.414766,1.088403,-3.898511,19.351963,0.022909,0.493303,-0.135227,0.012988,0.307106,0.999967,1
video000147,fall,stand,f_raw_s_3,47.734452,20.706144,0.500893,-0.375366,32.858022,0.01475,0.611919,-0.042414,0.000655,0.069994,0.999969,1
video000148,fall,bed,f_raw_b_1,83.575473,-1.822747,0.766623,0.399508,69.718082,0.016484,0.709342,0.010511,0.00071,0.07252,0.999952,1
video000148,fall,bed,f_raw_b_2,34.491099,-27.667933,1.660185,8.052045,18.657333,0.002829,0.61724,0.216848,0.05622,0.777754,0.999957,1
video000148,fall,bed,f_raw_b_3,85.739439,63.84816,0.777197,-3.233024,51.698048,0.080843,0.725182,-0.29017,0.055804,0.553249,0.999946,1
video000148,fall,chair,f_raw_c_1,20.276712,9.850128,2.730436,0.324642,10.817859,-0.013165,0.73364,-0.050611,0.001046,0.087705,0.999962,1
video000148,fall,chair,f_raw_c_2,78.033147,-69.100283,0.609378,0.251468,34.375005,0.024496,0.863239,0.044309,0.000582,0.083616,0.999959,1
video000148,fall,chair,f_raw_c_3,43.207236,-40.534307,0.753911,1.062327,10.622503,-0.020068,0.857509,0.061756,0.003331,0.175909,0.999961,1
video000148,fall,stand,f_raw_s_1,10.521514,-0.473009,1.556924,1.171629,5.045533,-0.023988,0.790359,-0.211437,0.030622,0.400984,0.999954,1
video000148,fall,stand,f_raw_s_2,33.605536,-9.993702,0.992,0.081574,14.539083,-0.001598,0.580994,0.37639,0.05918,0.597565,0.999968,1
video000148,fall,stand,f_raw_s_3,52.571266,50.331282,0.737016,-0.118884,37.728555,0.021435,0.753751,0.017957,0.000786,0.083107,0.999962,1
video000149,fall,bed,f_raw_b_1,87.180519,-37.832673,0.895954,0.335819,76.154738,0.034686,0.66479,0.009023,2e-05,0.013377,0.999954,1
video000149,fall,bed,f_raw_b_2,39.230472,25.262789,0.993645,-1.271033,19.343161,-0.002286,0.555245,0.291089,0.011561,0.343138,0.999971,1
video000149,fall,bed,f_raw_b_3,2.679181,0.647523,3.275725,0.066433,1.424501,-0.000169,0.983013,-0.010743,0.000882,0.104608,0.999716,1
video000149,fall,chair,f_raw_c_1,29.662404,22.588795,2.562568,-0.822622,14.605155,-0.000586,0.541845,-0.010682,0.000237,0.037806,0.999969,1
video000149,fall,chair,f_raw_c_2,81.757812,-5.161525,0.0,-0.513227,77.445443,0.004455,0.66097,0.123121,0.009937,0.208371,0.999968,1
video000149,fall,chair,f_raw_c_3,23.597186,-15.424811,1.163444,0.41937,8.984224,-0.024025,0.909262,0.078249,0.001876,0.139198,0.999954,1
video000149,fall,stand,f_raw_s_1,2.466408,-0.514248,1.916312,0.045017,1.584624,-0.000108,0.764353,0.020024,0.000636,0.071823,0.999955,1
video000149,fall,stand,f_raw_s_2,9.811812,-7.431074,0.822388,-0.697523,4.60354,0.024005,0.664028,-0.013855,5.6e-05,0.023615,0.999968,1
video000149,fall,stand,f_raw_s_3,53.402985,46.629229,0.842792,-0.455484,28.840985,0.00693,0.658378,-0.012474,0.000274,0.051623,0.999969,1
video000150,fall,bed,f_raw_b_1,89.253286,-78.253045,0.947233,0.869243,47.295741,0.077561,0.663824,0.192292,0.011585,0.296645,0.999958,1
video000150,fall,bed,f_raw_b_2,59.040411,25.235024,1.112846,-1.349591,27.324666,0.004482,0.540518,0.308137,0.077393,0.738286,0.999972,1
video000150,fall,bed,f_raw_b_3,71.709379,71.40009,0.919272,-9.286532,48.205027,0.060964,0.549281,-0.306047,0.026526,0.507136,0.999949,1
video000150,fall,chair,f_raw_c_1,37.512731,32.961213,2.346281,-1.147439,16.408265,-0.004683,0.560007,-0.024206,0.000268,0.04411,0.999968,1
video000150,fall,chair,f_raw_c_2,76.293663,0.0,0.0,-0.656691,76.293663,0.0,0.644102,0.013041,0.000175,0.036478,0.999969,1
video000150,fall,chair,f_raw_c_3,28.172951,-12.458205,1.120153,0.473209,14.655065,-0.021615,0.839218,0.09269,0.002656,0.129473,0.999962,1
video000150,fall,stand,f_raw_s_1,9.51631,0.223869,1.191276,-0.490361,4.726094,-0.014259,0.744305,0.12712,0.025647,0.468769,0.999961,1
video000150,fall,stand,f_raw_s_2,15.670296,3.989006,0.691477,-1.340026,9.305745,0.024844,0.695068,0.425374,0.022797,0.465832,0.999966,1
video000150,fall,stand,f_raw_s_3,28.887726,13.841137,0.7529,-0.565489,17.226761,0.01376,0.593468,-0.002479,0.004073,0.194192,0.999969,1
video000151,fall,bed,f_raw_b_1,72.143848,-47.823475,0.936958,0.641454,41.742934,0.050202,0.705912,-0.201804,0.012366,0.327308,0.999956,1
video000151,fall,bed,f_raw_b_2,75.490594,-0.56764,0.798458,0.093504,72.346865,-0.002694,0.554797,0.183416,0.01044,0.347754,0.999962,1
video000151,fall,bed,f_raw_b_3,158.966723,-17.604967,0.763691,2.47563,107.63941,-0.061604,0.851954,0.182887,0.048849,0.488234,0.999933,1
video000151,fall,chair,f_raw_c_1,19.173476,4.42901,2.314168,-0.368659,9.524043,-0.00339,0.686891,-0.078004,0.003815,0.166666,0.999965,1
video000151,fall,chair,f_raw_c_2,93.712986,75.331034,1.094817,-1.304885,53.723623,0.005607,0.584204,-0.170827,0.008874,0.240199,0.999971,1
video000151,fall,chair,f_raw_c_3,61.821386,35.021805,1.039285,-0.125026,46.823367,-0.002061,0.583266,0.172251,0.00621,0.237588,0.999971,1
video000151,fall,stand,f_raw_s_1,131.227463,2.241189,1.741371,-5.082559,43.605533,0.030089,0.483226,-0.20401,0.01473,0.336107,0.999969,1
video000151,fall,stand,f_raw_s_2,18.960206,12.958938,0.837592,-1.539695,11.212478,0.03676,0.754845,0.13924,0.004322,0.182125,0.999959,1
video000151,fall,stand,f_raw_s_3,18.593007,10.619997,0.909847,-0.108309,12.523138,0.011496,0.689196,0.020876,0.003056,0.153214,0.999964,1
video000152,fall,bed,f_raw_b_1,75.821724,-54.577104,0.807324,2.110026,51.55646,0.033441,0.73508,-0.064016,0.002031,0.151548,0.999955,1
video000152,fall,bed,f_raw_b_2,68.946119,2.769642,0.965456,0.036498,62.905736,-0.010971,0.638508,0.138366,0.009841,0.275479,0.999959,1
video000152,fall,bed,f_raw_b_3,92.808406,-45.927987,0.889897,0.108284,63.446453,0.03674,0.626516,-0.349527,0.015803,0.487775,0.999955,1
video000152,fall,chair,f_raw_c_1,15.013293,2.497936,2.672075,0.785903,8.917455,-0.010311,0.718768,0.125214,0.003437,0.167783,0.999964,1
video000152,fall,chair,f_raw_c_2,25.301044,0.87448,0.416035,-0.519802,9.068194,-0.001017,0.453391,-0.057434,0.014031,0.351782,0.999967,1
video000152,fall,chair,f_raw_c_3,54.969228,26.512668,1.049294,0.050343,38.681756,-0.003223,0.594528,0.07645,0.001501,0.11984,0.999971,1
video000152,fall,stand,f_raw_s_1,7.866016,1.599726,1.585402,-0.032476,2.477318,-0.007818,0.840471,0.087193,0.027232,0.401929,0.999951,1
video000152,fall,stand,f_raw_s_2,21.411577,9.41965,0.843374,-1.067668,13.940479,0.020137,0.72011,-0.022186,0.006774,0.263116,0.999965,1
video000152,fall,stand,f_raw_s_3,20.803778,7.514848,0.940992,-0.139111,16.094779,0.012676,0.720484,0.001187,0.000686,0.068111,0.999957,1
video000153,fall,bed,f_raw_b_1,72.318567,-45.152139,0.771156,0.829502,51.237704,0.022653,0.756428,-0.109215,0.001535,0.17644,0.999953,1
video000153,fall,bed,f_raw_b_2,73.84811,0.013607,0.822603,0.055359,72.064843,-0.006256,0.502196,0.00387,0.001288,0.105984,0.999964,1
video000153,fall,bed,f_raw_b_3,168.720831,27.239319,0.468377,-0.028233,63.684145,0.004367,0.848618,-0.032962,0.003495,0.15466,0.999941,1
video000153,fall,chair,f_raw_c_1,7.649036,2.573983,2.645747,0.056111,4.505469,-0.005372,0.521722,0.060111,0.002707,0.146301,0.999971,1
video000153,fall,chair,f_raw_c_2,29.591508,19.560787,0.886242,-0.112665,15.285961,-0.006637,0.572197,0.240648,0.103356,0.767231,0.999969,1
video000153,fall,chair,f_raw_c_3,73.687366,23.387974,1.082305,8.4e-05,53.955616,-0.001049,0.558561,0.097963,0.004152,0.196722,0.999971,1
video000153,fall,stand,f_raw_s_1,5.402946,4.992378,2.370774,-3.433168,2.415185,0.025618,0.695989,0.063401,0.001131,0.086103,0.999967,1
video000153,fall,stand,f_raw_s_2,20.242584,9.70716,0.688889,-1.072799,7.041563,0.029836,0.683814,-0.036003,0.004417,0.198143,0.999965,1
video000153,fall,stand,f_raw_s_3,10.097591,8.71439,0.924071,-0.253924,3.409909,0.015472,0.668053,0.014808,0.000625,0.06972,0.999964,1
video000154,fall,bed,f_raw_b_1,78.069459,-10.694823,0.785297,1.249783,53.311018,0.006682,0.822547,0.192752,0.017797,0.425303,0.999952,1
video000154,fall,bed,f_raw_b_2,89.517742,12.09971,0.732881,-0.05322,78.612274,-0.013968,0.529006,0.058584,0.00354,0.168593,0.999963,1
video000154,fall,bed,f_raw_b_3,60.271073,-20.340695,1.214959,0.447462,48.870008,0.009554,0.524893,-0.142596,0.005215,0.209221,0.99997,1
video000154,fall,chair,f_raw_c_1,61.092455,40.72211,0.98452,-0.163582,42.334874,-0.003313,0.625436,-0.033129,0.000269,0.055799,0.99997,1
video000154,fall,chair,f_raw_c_2,22.828648,-19.795694,0.853329,-0.027023,15.644492,-0.008745,0.549016,0.036867,0.001056,0.089303,0.999967,1
video000154,fall,chair,f_raw_c_3,74.461497,29.194419,0.902605,-0.148339,44.35894,0.006667,0.526024,-0.018022,0.002746,0.165535,0.999971,1
video000154,fall,stand,f_raw_s_1,5.402946,4.992378,2.370774,-3.433168,2.415185,0.025618,0.695989,-0.353507,0.034078,0.479194,0.999967,1
video000154,fall,stand,f_raw_s_2,65.689988,65.432109,0.263023,-1.444924,11.218684,0.016034,0.722974,0.297738,0.024148,0.448918,0.999964,1
video000154,fall,stand,f_raw_s_3,25.003357,11.922783,0.93878,-0.305159,16.161055,0.00933,0.725922,0.173094,0.015591,0.315583,0.999956,1
video000155,fall,bed,f_raw_b_1,113.940488,-19.743389,1.4398,0.608513,46.292958,0.018122,0.813856,0.063363,0.028247,0.576773,0.999955,1
video000155,fall,bed,f_raw_b_2,74.505557,-4.193366,0.74815,0.10638,69.014579,-0.005399,0.604885,0.485208,0.056458,0.727872,0.999963,1
video000155,fall,bed,f_raw_b_3,52.577333,-12.711397,1.283068,0.453121,46.223765,0.007422,0.511661,-0.044996,0.000315,0.059411,0.999968,1
video000155,fall,chair,f_raw_c_1,73.495155,70.365143,0.816033,-0.313426,43.079721,-0.006739,0.607892,0.03835,0.000325,0.06029,0.99997,1
video000155,fall,chair,f_raw_c_2,30.486848,11.617063,0.806168,-0.057537,14.926101,-0.005357,0.548511,0.198454,0.006244,0.302422,0.999968,1
video000155,fall,chair,f_raw_c_3,62.230185,60.895762,0.925439,-0.17424,29.455333,-0.005036,0.585321,0.140537,0.003542,0.198224,0.999969,1
video000155,fall,stand,f_raw_s_1,144.194273,29.214032,1.301438,-5.141306,43.382038,0.026037,0.450543,-0.133796,0.005017,0.199818,0.999969,1
video000155,fall,stand,f_raw_s_2,72.422628,72.258843,0.262718,-1.135403,34.710709,0.015587,0.684149,0.018988,0.004823,0.181193,0.999965,1
video000155,fall,stand,f_raw_s_3,10.261112,2.09731,0.879174,-0.360981,6.104372,0.01111,0.717553,0.039805,0.00227,0.139697,0.999963,1
video000156,fall,bed,f_raw_b_1,74.372988,7.485187,1.418668,0.359359,26.018277,-0.006837,0.849102,0.074714,0.068349,0.841629,0.99995,1
video000156,fall,bed,f_raw_b_2,162.366321,2.957049,1.013194,0.791995,149.619305,0.014878,0.597901,-0.234298,0.066262,0.600876,0.99995,1
video000156,fall,bed,f_raw_b_3,85.573666,2.782965,0.472692,0.310386,79.388639,0.008023,0.742427,0.043293,0.003511,0.174171,0.999952,1
video000156,fall,chair,f_raw_c_1,68.978648,4.598018,0.800505,-0.135584,67.20036,0.003731,0.572646,0.055215,0.002503,0.120425,0.99997,1
video000156,fall,chair,f_raw_c_2,28.203974,-3.791747,0.776668,-0.080741,22.090564,-0.005737,0.550751,0.061371,0.002348,0.137969,0.999967,1
video000156,fall,chair,f_raw_c_3,110.977363,109.325333,0.684633,-0.459916,46.331407,-0.007229,0.340849,-0.115844,0.004701,0.21784,0.999971,1
video000156,fall,stand,f_raw_s_1,93.900655,2.958598,1.750403,-5.40482,28.495808,0.026013,0.483592,-0.129935,0.003746,0.178722,0.999968,1
video000156,fall,stand,f_raw_s_2,74.615868,68.540537,0.241069,-1.165682,32.057025,0.014811,0.692669,0.021536,0.001794,0.125805,0.999965,1
video000156,fall,stand,f_raw_s_3,27.260498,26.466904,1.23412,-0.319569,15.315535,0.004493,0.626504,0.052574,0.00154,0.112591,0.999966,1
video000157,fall,bed,f_raw_b_1,90.837352,-71.400277,0.769582,1.310691,46.347049,0.026075,0.861306,0.038647,0.063677,0.749294,0.999948,1
video000157,fall,bed,f_raw_b_2,169.533439,-5.061764,1.515241,0.065289,161.615608,0.010328,0.435596,0.16919,0.018018,0.401858,0.999962,1
video000157,fall,bed,f_raw_b_3,71.620725,-25.695654,1.005832,0.015684,62.406641,0.032366,0.746422,-0.329564,0.015123,0.336153,0.999959,1
video000157,fall,chair,f_raw_c_1,61.606748,36.808999,0.924215,-0.236215,53.780465,-0.001148,0.620683,0.136586,0.006934,0.253749,0.99997,1
video000157,fall,chair,f_raw_c_2,117.165806,114.058414,0.465901,-0.636362,52.513758,0.0147,0.604974,-0.384108,0.037027,0.559331,0.999971,1
video000157,fall,chair,f_raw_c_3,96.302757,86.589151,0.647452,-0.386085,58.986808,-0.001517,0.329679,0.020007,0.005264,0.227687,0.999971,1
video000157,fall,stand,f_raw_s_1,132.839165,-1.488725,1.356746,-3.162534,47.666844,0.028641,0.407867,-0.150999,0.005959,0.23929,0.99997,1
video000157,fall,stand,f_raw_s_2,73.943324,69.031258,0.259507,-0.939462,32.842052,0.014003,0.674704,0.042694,0.001294,0.112776,0.999965,1
video000157,fall,stand,f_raw_s_3,79.617946,-24.45337,0.548043,0.251438,66.373898,0.051672,0.667727,0.096872,0.00779,0.279621,0.999967,1
video000158,fall,bed,f_raw_b_1,68.190912,-17.616223,0.825182,0.012937,53.527672,0.063053,0.691826,0.211139,0.009254,0.272808,0.999946,1
video000158,fall,bed,f_raw_b_2,157.504111,-1.620253,1.374125,0.656776,149.070253,0.034196,0.460099,-0.124858,0.004947,0.21974,0.999956,1
video000158,fall,bed,f_raw_b_3,110.287552,31.546609,0.545022,0.240191,97.973437,0.008089,0.596168,0.204884,0.019996,0.441829,0.999964,1
video000158,fall,chair,f_raw_c_1,88.624418,32.7441,0.364453,-0.266985,66.610021,0.032367,0.624301,-0.150888,0.017484,0.423824,0.999969,1
