video_id,label,prob_model_bed,prob_model_chair,prob_model_stand,ensemble_probability,tilt_std,ground_proximity_range,tilt_total_variation,ground_proximity_iqr,tilt_abs_delta,depth_variance,depth_iqr,depth_mean_abs_diff,depth_second_half_std,depth_abs_delta,stage5_score,stage5_decision
C_N_369_resized,1,0.6657789349555969,0.21262820065021515,0.42256098985671997,0.433656041820844,27.201246,0.092232,102.005354,0.009614,102.005354,0.003423,0.094007,0.026392,0.031221,0.115452,0.46879219126322325,1
C_N_37,1,0.8419150114059448,0.8728270530700684,0.8982401490211487,0.8709940711657206,31.224275,0.343422,92.44026,0.167523,88.394704,0.001402,0.029245,0.025294,0.035629,0.123783,0.789693025407188,1
C_N_370_resized,1,0.6306148767471313,0.5256806015968323,0.6555159687995911,0.6039371490478516,24.490696,0.194102,139.693532,0.027552,14.485226,0.008136,0.028264,0.038939,0.103686,0.254999,0.5457056325344363,1
C_N_371_resized,1,0.7453056573867798,0.8461169004440308,0.872604489326477,0.8213423490524292,23.738048,0.273163,107.861365,0.037992,42.522517,0.008077,0.067749,0.084005,0.115989,0.218098,0.7259264324646506,1
C_N_372_resized,1,0.728437602519989,0.19525198638439178,0.4806438982486725,0.4681111623843511,13.515479,0.06834,45.207511,0.041597,34.342249,0.001338,0.049724,0.032257,0.027855,0.011447,0.45590275620742277,1
C_N_373_resized,1,0.7457547783851624,0.11253614723682404,0.49369287490844727,0.4506612668434779,13.714537,0.063185,41.117265,0.025226,41.117265,0.000163,0.013279,0.016576,0.012955,0.028009,0.44645278183532794,1
C_N_374_resized,1,0.6277693510055542,0.24804699420928955,0.5707087516784668,0.4821750322977702,13.110236,0.029174,39.525862,0.011111,39.525862,0.000663,0.029176,0.027353,0.030268,0.021236,0.4325392541092765,0
C_N_375_resized,1,0.705094575881958,0.10722998529672623,0.5033569931983948,0.438560518125693,15.115102,0.057541,42.791046,0.025994,42.791046,0.000581,0.037579,0.015263,0.021674,0.049541,0.43448557672028604,0
C_N_376_resized,1,0.6400047540664673,0.12483982741832733,0.5050201416015625,0.4232882410287857,23.83357,0.041817,68.070937,0.025405,68.070937,0.000678,0.02994,0.022857,0.011397,0.013446,0.42887525053508585,0
C_N_377_resized,1,0.4957564175128937,0.19813179969787598,0.3640131652355194,0.352633794148763,12.789865,0.039768,38.78418,0.017606,38.78418,0.000175,0.02218,0.012772,0.012032,0.004772,0.3332263324500571,0
C_N_378,1,0.7120687365531921,0.46422865986824036,0.7125587463378906,0.6296187142531077,66.571657,0.030466,178.630501,0.0,178.630501,0.034735,0.276457,0.113881,0.167242,0.477533,0.6762683051914202,1
C_N_378_anonymized_resized,1,0.7876004576683044,0.8567812442779541,0.9204251170158386,0.8549356063206991,60.309284,0.629792,316.783394,0.417626,79.567596,0.028799,0.273603,0.12968,0.04033,0.252189,0.9088802080894705,1
C_N_379_resized,1,0.7699148654937744,0.8877993226051331,0.8974681496620178,0.8517274459203085,50.719492,0.563873,216.605284,0.518756,91.307894,0.06166,0.485401,0.137044,0.156783,0.457932,0.9108403584711011,1
C_N_38,1,0.8475837707519531,0.7569532990455627,0.7376266717910767,0.7807212471961975,37.682215,0.372129,106.066695,0.231769,102.195585,0.003157,0.03103,0.044049,0.026276,0.11723,0.7563475331925965,1
C_N_380_resized,1,0.7902791500091553,0.7498915791511536,0.824451744556427,0.788207491238912,29.882384,0.66683,233.589086,0.372696,48.941638,0.015442,0.170726,0.10721,0.058605,0.241277,0.7805006033199399,1
C_N_381_resized,1,0.8409426212310791,0.9223232269287109,0.8968680500984192,0.8867112994194031,35.586254,0.245045,292.548095,0.141979,10.564175,0.006274,0.048105,0.067063,0.032194,0.051145,0.7949457900932844,1
C_N_382_resized,1,0.7382883429527283,0.7923372387886047,0.8811306357383728,0.803918739159902,50.970035,0.522665,194.299151,0.482576,121.619963,0.037187,0.341775,0.127442,0.117425,0.22487,0.8773556416185514,1
C_N_383_resized,1,0.8258804082870483,0.8917273283004761,0.8683383464813232,0.8619820276896158,34.536623,0.693834,316.81148,0.117062,5.067332,0.006294,0.037285,0.099066,0.074771,0.018049,0.7922899122651988,1
C_N_384_resized,1,0.8083312511444092,0.8486288785934448,0.824337363243103,0.8270991643269857,26.993284,0.696023,192.23668,0.151869,32.236992,0.004356,0.104057,0.047541,0.037138,0.087725,0.7612437125373819,1
C_N_385_resized,1,0.8195239901542664,0.8753905892372131,0.8510417342185974,0.8486521045366923,30.985037,0.688041,252.400882,0.149012,24.861082,0.007769,0.055142,0.086427,0.079978,0.032758,0.7904979694952685,1
C_N_386_resized,1,0.7617378234863281,0.8487980365753174,0.8769564032554626,0.8291640877723694,37.770713,0.594292,78.586364,0.532745,78.586364,0.020447,0.208436,0.107445,0.118212,0.274382,0.8140205579141193,1
C_N_387_resized,1,0.739823579788208,0.732271671295166,0.7346065044403076,0.7355672518412272,41.282148,0.687023,166.400442,0.604211,15.45864,0.03912,0.266172,0.195637,0.239299,0.115001,0.7662718888062816,1
C_N_388_resized,1,0.7818851470947266,0.5678935050964355,0.6856831908226013,0.6784872810045878,62.400551,0.685935,303.973409,0.618526,71.407585,0.023033,0.101063,0.145411,0.212388,0.08661,0.7641489158665655,1
C_N_389_resized,1,0.804957926273346,0.8282398581504822,0.8124229311943054,0.8152069052060446,28.382099,0.673738,163.705883,0.133109,8.556817,0.003464,0.065776,0.063707,0.032774,0.078295,0.7343779854919688,1
C_N_39,1,0.8500210046768188,0.8704408407211304,0.6201085448265076,0.780190130074819,25.198851,0.283067,162.485327,0.100404,68.717333,0.000715,0.017477,0.032816,0.034809,0.001356,0.7163041404076189,1
C_N_390_resized,1,0.736170768737793,0.7397540807723999,0.8777221441268921,0.7845489978790283,26.383922,0.579933,78.695163,0.421213,47.283165,0.01981,0.207735,0.121247,0.058436,0.237179,0.7671073862687858,1
C_N_391_resized,1,0.7182019948959351,0.6584484577178955,0.8036201000213623,0.7267568508783976,72.985049,0.559633,487.776262,0.519064,92.906386,0.013276,0.232088,0.068828,0.028012,0.28536,0.7955375946940778,1
C_N_392_resized,1,0.7706269025802612,0.8744999170303345,0.8824215531349182,0.8425161242485046,45.344174,0.557557,183.924482,0.52605,43.881078,0.015315,0.226168,0.060505,0.047546,0.286929,0.8384023990124322,1
C_N_393_resized,1,0.7426906228065491,0.7732593417167664,0.8342781662940979,0.7834093769391378,41.744387,0.65995,298.182047,0.542111,65.948503,0.008531,0.167472,0.108615,0.084776,0.21186,0.8137859321125256,1
C_N_394_resized,1,0.829201340675354,0.9182854890823364,0.8487035632133484,0.8653967976570129,12.822247,0.085862,52.234141,0.039457,32.314585,0.001548,0.049449,0.041757,0.051322,0.030799,0.7106190366495972,1
C_N_395_resized,1,0.7178412675857544,0.6246052980422974,0.773072361946106,0.7051729758580526,22.155102,0.532404,63.96692,0.253152,63.96692,0.008917,0.140222,0.088843,0.087985,0.214199,0.696074745041688,1
C_N_396_resized,1,0.7696129679679871,0.7373121380805969,0.8133756518363953,0.7734335859616598,32.352425,0.675929,139.250664,0.619473,10.740558,0.018441,0.158702,0.12925,0.127402,0.120083,0.746682911891076,1
C_N_396_resized_anonymized,1,0.7513602375984192,0.7977097630500793,0.8856005668640137,0.811556855837504,30.129825,0.681221,136.247181,0.551587,6.119333,0.024224,0.192115,0.165424,0.173793,0.095368,0.7858041163538534,1
C_N_397_resized,1,0.831193208694458,0.897313117980957,0.871761679649353,0.866756002108256,23.172698,0.231345,119.650604,0.044164,35.748236,0.007644,0.124249,0.076798,0.097535,0.261234,0.75325302587591,1
C_N_398,1,0.8307492733001709,0.8636137843132019,0.8899950385093689,0.8614526987075806,25.928936,0.215693,79.264461,0.133185,60.323027,0.001942,0.058841,0.063612,0.053599,0.053838,0.7541259878369891,1
C_N_399,1,0.5831809639930725,0.646051824092865,0.40562260150909424,0.5449517965316772,2.712291,0.150863,9.900118,0.087514,8.189052,0.004988,0.116242,0.065088,0.0722,0.011279,0.4768170469229953,1
C_N_40,1,0.8456036448478699,0.8947169184684753,0.878126323223114,0.8728156288464864,24.869247,0.236861,88.309617,0.162722,52.109407,0.000829,0.051789,0.020335,0.030004,0.041194,0.7598927029905593,1
C_N_400,1,0.7519782185554504,0.8649091720581055,0.6618074774742126,0.7595649560292562,19.159031,0.241951,56.82639,0.145027,54.187606,0.017452,0.225245,0.142113,0.074401,0.291998,0.7107335226664421,1
C_N_401,1,0.5193769335746765,0.5713093280792236,0.4973139464855194,0.5293334027131399,1.492087,0.108913,5.286755,0.050061,3.077461,0.001274,0.043381,0.043317,0.029346,0.10698,0.43362771412765894,0
C_N_402,1,0.79363614320755,0.8215030431747437,0.6120641231536865,0.74240110317866,29.96074,0.225918,89.714931,0.110278,89.714931,0.013175,0.201418,0.076838,0.108787,0.062832,0.7014720235962996,1
C_N_403,1,0.7628441452980042,0.9195716977119446,0.8270237445831299,0.8364798625310262,1.896389,0.194121,16.554188,0.072882,0.585508,0.015166,0.158657,0.148741,0.100662,0.092314,0.7037172006662192,1
C_N_404,1,0.7941749691963196,0.9440973401069641,0.6831811666488647,0.8071511586507162,32.959145,0.534994,127.245943,0.222576,115.505441,0.004622,0.082371,0.06029,0.077988,0.04504,0.807621590558061,1
C_N_405,1,0.7089045643806458,0.724647581577301,0.750856339931488,0.7281361619631449,1.821187,0.333187,18.694521,0.219399,1.450105,0.036835,0.243537,0.117448,0.173884,0.337974,0.6755931895573845,1
C_N_406,1,0.5838693380355835,0.533718466758728,0.45183882117271423,0.5231422086556753,0.941067,0.166345,5.725376,0.084877,0.432018,0.011354,0.156144,0.087976,0.081059,0.313489,0.4598353375793117,1
C_N_407,1,0.8146297335624695,0.9153044819831848,0.8071680665016174,0.845700760682424,7.93843,0.351387,81.432364,0.249807,12.155956,0.002389,0.071493,0.040471,0.050286,0.112131,0.7502761524953994,1
C_N_408,1,0.7746516466140747,0.946639358997345,0.8485614657402039,0.8566174904505411,1.934533,0.342078,22.572227,0.236191,2.953609,0.023409,0.196555,0.098526,0.162946,0.421247,0.7715255239328185,1
C_N_409,1,0.7422505021095276,0.8541480898857117,0.6567775011062622,0.7510586977005005,1.701312,0.318388,12.240128,0.189766,0.428788,0.008586,0.156607,0.095007,0.073308,0.234667,0.6679985739335709,1
C_N_41,1,0.75493985414505,0.8661385178565979,0.8277347087860107,0.8162710269292196,3.054832,0.119506,12.277495,0.068679,10.269363,0.012089,0.193113,0.087837,0.107189,0.218396,0.6779594361515678,1
C_N_410,1,0.5931963324546814,0.6498031616210938,0.24514061212539673,0.4960467020670573,3.418185,0.169188,12.236265,0.099715,9.838099,0.001004,0.037728,0.035975,0.032712,0.001855,0.44841129384062967,1
C_N_411,1,0.824820876121521,0.9261881113052368,0.8222840428352356,0.8577643434206644,17.849777,0.293433,48.539952,0.148429,48.539952,0.002563,0.073432,0.075037,0.047806,0.045928,0.7549006761154597,1
C_N_412,1,0.5316375494003296,0.2930994927883148,0.5380880832672119,0.4542750418186188,5.381252,0.130231,16.806935,0.055559,16.806935,0.003027,0.071815,0.036396,0.027289,0.160972,0.40123456822826076,0
C_N_413,1,0.7843464612960815,0.9544271230697632,0.8273045420646667,0.8553593754768372,0.832335,0.254967,6.266613,0.15805,0.380025,0.011157,0.186683,0.069973,0.043878,0.174809,0.7305861672569294,1
C_N_414,1,0.7862045764923096,0.7217181324958801,0.7809984087944031,0.7629737059275309,8.258855,0.850988,40.847859,0.51968,23.943489,0.056813,0.052912,0.243858,0.279676,0.12094,0.7277947279661241,1
C_N_415,1,0.8315448760986328,0.6954700946807861,0.7619423270225525,0.7629857659339905,31.574015,0.130761,165.400665,0.054115,64.970323,0.001552,0.045488,0.032234,0.019051,0.128217,0.686048995887711,1
C_N_416,1,0.822734534740448,0.5317472219467163,0.5848326086997986,0.6464381217956543,49.089455,0.221837,370.270802,0.149621,135.005174,0.000883,0.043381,0.02649,0.021779,0.036677,0.7016166310129006,1
C_N_417,1,0.7131686210632324,0.6236695647239685,0.7359479069709778,0.6909286975860596,54.897451,0.937013,256.142425,0.297565,137.501847,0.050624,0.039683,0.15573,0.295045,0.030331,0.7890560374712349,1
C_N_418,1,0.8257169723510742,0.7724022269248962,0.8450355529785156,0.814384917418162,63.80045,0.55776,200.520396,0.165494,169.287536,0.001734,0.061454,0.037505,0.032665,0.075217,0.8169208944481046,1
C_N_419,1,0.7914914488792419,0.9004928469657898,0.8744012117385864,0.855461835861206,50.264122,0.257084,325.465086,0.003329,21.061212,0.006853,0.137579,0.041955,0.081255,0.137579,0.7892918442265572,1
C_N_42,1,0.776483416557312,0.9271402955055237,0.8546236753463745,0.8527491291364034,18.921043,0.170514,68.64282,0.080161,60.659694,0.00859,0.126662,0.133248,0.074143,0.126662,0.7511687828150936,1
C_N_420,1,0.7731356024742126,0.8317978382110596,0.8429335355758667,0.815955658753713,66.780947,0.197868,211.319381,0.151682,133.942655,0.006542,0.069502,0.060507,0.083755,0.23954,0.8026080749060169,1
C_N_421,1,0.7983911633491516,0.43254169821739197,0.750425398349762,0.6604527533054352,56.929205,0.208086,179.981982,0.066982,120.534084,0.00111,0.054751,0.017287,0.025616,0.081651,0.6815387835987197,1
C_N_422,1,0.8173794150352478,0.8205586671829224,0.7572012543678284,0.7983797788619995,45.126687,0.174258,190.206747,0.059287,143.772385,0.002689,0.077455,0.052818,0.034325,0.137665,0.75545350662539,1
C_N_423,1,0.8280627727508545,0.7743186354637146,0.7345641851425171,0.7789818644523621,68.566277,0.155248,171.048603,0.096514,164.620003,0.003818,0.08967,0.040162,0.037901,0.143644,0.7552476099491902,1
C_N_424,1,0.5661420822143555,0.41030871868133545,0.4837740361690521,0.48674161235491437,11.834388,0.081593,32.398515,0.045225,32.398515,0.011585,0.093169,0.10536,0.118542,0.035293,0.44209689765756627,1
C_N_425,1,0.7506893277168274,0.9458942413330078,0.786761999130249,0.8277818560600281,8.999978,0.217126,25.981894,0.102794,25.981894,0.005353,0.089361,0.066417,0.038401,0.223422,0.7163940649400915,1
C_N_426,1,0.7960928082466125,0.8412126898765564,0.7690451145172119,0.802116870880127,27.429627,0.17935,80.94596,0.073196,60.743832,0.007356,0.082612,0.07691,0.093113,0.035532,0.7062851185538763,1
C_N_427,1,0.8223252296447754,0.8892925977706909,0.8430692553520203,0.8515623609224955,8.853443,0.072334,46.170382,0.047665,9.078868,0.003797,0.101137,0.061004,0.057418,0.025597,0.6886656997094521,1
C_N_428,1,0.7916942834854126,0.9317948222160339,0.9029842615127563,0.8754911224047343,40.551811,0.107962,163.805541,0.037548,41.733075,0.020201,0.24668,0.109928,0.060926,0.216949,0.7833300640660219,1
C_N_429,1,0.388797789812088,0.15518364310264587,0.5992481708526611,0.38107653458913165,60.772649,0.522409,176.485746,0.009906,176.485746,0.000246,0.020499,0.023412,0.012553,0.023928,0.5006971967206174,1
C_N_429_anonymized_resized,1,0.41998451948165894,0.5145016312599182,0.7934074401855469,0.5759645303090414,10.818874,0.039604,35.756845,0.016128,31.320205,0.008141,0.16882,0.052271,0.055832,0.233561,0.5307984456412878,1
C_N_43,1,0.7998712658882141,0.8925750851631165,0.9026859402656555,0.865044097105662,8.013503,0.096978,32.211033,0.054429,10.534965,0.007363,0.141303,0.055771,0.083545,0.146191,0.7060936846409659,1
C_N_430,1,0.661929190158844,0.721960723400116,0.757814347743988,0.713901420434316,60.933528,0.577298,353.783926,0.276548,32.729132,0.067547,0.341013,0.391763,0.28393,0.344768,0.7954342567725925,1
C_N_430_anonymized_resized,1,0.34354934096336365,0.20001889765262604,0.1367456167936325,0.22677128513654074,12.002196,0.029068,33.604345,0.015636,31.717315,4.8e-05,0.012944,0.012647,0.005765,0.010332,0.22713603445627006,0
C_N_431,1,0.49868547916412354,0.5194934010505676,0.662691056728363,0.5602899789810181,3.741288,0.211024,26.014611,0.056476,6.166455,0.058799,0.335463,0.354833,0.159319,0.714874,0.5418382270845677,1
C_N_431_anonymized_resized,1,0.4745051860809326,0.26048561930656433,0.5604338645935059,0.4318082233270009,12.130615,0.016625,35.326952,0.008375,35.326952,0.002489,0.012878,0.035594,0.011899,0.119794,0.3882844788476601,0
C_N_432,1,0.6547226905822754,0.599788248538971,0.6081728339195251,0.6208945910135905,79.010043,0.449295,312.656236,0.386295,41.533878,0.090768,0.415713,0.428512,0.353095,0.565597,0.7244955557159959,1
C_N_432_anonymized_resized,1,0.5380929112434387,0.49922454357147217,0.4581044912338257,0.49847398201624554,16.780512,0.012901,44.748521,0.002485,44.748521,0.002238,0.063546,0.048844,0.059149,0.018069,0.4284805123470685,0
C_N_433,1,0.253280907869339,0.06399571895599365,0.11362100392580032,0.143632543583711,4.103022,0.006906,11.443075,0.004149,11.443075,0.000629,0.036979,0.019934,0.004405,0.059374,0.14553788678102628,0
C_N_434,1,0.8268256783485413,0.9245986342430115,0.9128031730651855,0.8880758285522461,15.709643,0.13195,73.277079,0.085991,22.449199,0.009772,0.140479,0.091583,0.073557,0.252336,0.7522041560989253,1
C_N_435,1,0.8299259543418884,0.9534192681312561,0.912778913974762,0.8987080454826355,11.172135,0.243665,48.755647,0.132801,16.939205,0.014946,0.221614,0.080052,0.045576,0.21017,0.7723995044127617,1
C_N_436,1,0.8174331188201904,0.9321299195289612,0.891498327255249,0.8803537885348002,32.363415,0.558049,282.667136,0.087747,43.599838,0.025007,0.143236,0.203573,0.208111,0.118636,0.8548967253130905,1
C_N_437,1,0.8452350497245789,0.9418107867240906,0.9413381814956665,0.9094613393147787,44.250441,0.16683,267.838512,0.067771,23.83122,0.00685,0.063625,0.105022,0.056044,0.119789,0.8259713997227907,1
C_N_438,1,0.833158016204834,0.9207934737205505,0.8681249618530273,0.8740254839261373,66.946344,0.154963,214.620744,0.079264,109.710822,0.00278,0.080181,0.045082,0.035777,0.155343,0.8297737183501956,1
C_N_439_resized,1,0.7654370069503784,0.2698334753513336,0.7287932634353638,0.5880212485790253,9.844623,0.051576,28.6175,0.026464,27.871818,0.00182,0.049957,0.055608,0.031,0.036557,0.5183145054781235,1
C_N_44,1,0.7231133580207825,0.9126043319702148,0.8287001252174377,0.8214726050694784,11.797991,0.131942,79.357802,0.046135,7.368416,0.012236,0.15703,0.0929,0.126213,0.348612,0.7075237143181232,1
C_N_440_resized,1,0.7662509083747864,0.7844136357307434,0.8215893507003784,0.7907512982686361,3.060405,0.106042,11.192463,0.045027,7.746105,0.004587,0.094185,0.049351,0.011692,0.170286,0.63356808311374,1
C_N_441_resized,1,0.7360312938690186,0.18572577834129333,0.4897342920303345,0.47049712141354877,11.622289,0.03522,34.79529,0.015297,34.79529,0.001012,0.04636,0.033416,0.020765,0.010958,0.44867292914625684,1
C_N_442_resized,1,0.7025656700134277,0.18835873901844025,0.5123697519302368,0.4677647203207016,19.38428,0.043556,58.777032,0.02372,58.777032,0.000438,0.030444,0.025397,0.024784,0.036071,0.45950065899089915,1
C_N_443_resized,1,0.6224285960197449,0.2391091287136078,0.5255366563796997,0.46235812703768414,21.3293,0.048614,62.135296,0.0254,62.135296,0.000851,0.02017,0.020695,0.029339,0.102138,0.4437505735789358,1
C_N_444_resized,1,0.5082035660743713,0.36920851469039917,0.37629467248916626,0.41790225108464557,0.676263,0.008527,5.96781,0.005264,0.94387,0.000452,0.035737,0.018457,0.015831,0.011786,0.3392773654728707,0
C_N_445_resized,1,0.6559510827064514,0.48646965622901917,0.49521276354789734,0.5458778341611227,7.659656,0.262562,42.318038,0.187589,17.79906,0.013827,0.134702,0.122268,0.144285,0.071697,0.5290036409131019,1
C_N_446_resized,1,0.49961382150650024,0.4365632236003876,0.376486212015152,0.43755441904067993,1.501969,0.000639,7.236642,0.000393,0.671844,0.001042,0.033312,0.027538,0.015581,0.048844,0.34856852387921045,0
C_N_447_resized,1,0.7226762771606445,0.31267791986465454,0.6287463903427124,0.5547001957893372,9.9495,0.044769,33.57658,0.014763,33.57658,0.001135,0.025643,0.03826,0.022669,0.032286,0.48889398227703984,1
C_N_448_resized,1,0.48914963006973267,0.4437825083732605,0.37916573882102966,0.4373659590880076,0.993368,0.004662,5.222307,0.002788,1.813013,0.000487,0.021323,0.018147,0.008632,0.048482,0.3448501024990366,0
C_N_449,1,0.4872431457042694,0.5137104988098145,0.5036739706993103,0.5015425384044647,16.076717,0.270545,46.139013,0.217223,27.824947,0.003108,0.092598,0.040285,0.026436,0.139763,0.4742384898705467,1
C_N_45,1,0.7822426557540894,0.9105240702629089,0.7719390392303467,0.8215685884157816,5.336037,0.123688,21.865755,0.070513,16.481301,0.007044,0.048486,0.088151,0.052167,0.248641,0.687562850449445,1
C_N_450,1,0.6699356436729431,0.45887526869773865,0.6000596880912781,0.5762902001539866,7.217183,0.494161,77.913305,0.262582,3.111369,0.01113,0.212195,0.107981,0.081303,0.114284,0.5754143933641546,1
C_N_451,1,0.7678002715110779,0.828565776348114,0.836295485496521,0.8108871777852377,25.522341,0.438965,85.675728,0.353247,42.60956,0.004362,0.119495,0.044615,0.065883,0.073674,0.7494966439626896,1
C_N_452,1,0.4526103734970093,0.4466266632080078,0.4153456389904022,0.43819422523180646,0.889852,0.007534,4.483881,0.001356,0.519263,2.7e-05,0.010474,0.005172,0.004542,0.011878,0.3340702919097549,0
C_N_453,1,0.7089426517486572,0.6111577153205872,0.602031946182251,0.6407107710838318,15.758056,0.3819,95.636214,0.002156,0.75503,0.001845,0.037927,0.062374,0.028013,0.025422,0.5601664808698181,1
C_N_454_resized,1,0.7470085620880127,0.8879228830337524,0.7981172204017639,0.8110162218411764,24.533096,0.337347,146.530676,0.144736,32.077098,0.021348,0.188587,0.13062,0.171542,0.114231,0.7605021779392863,1
C_N_455_resized,1,0.6836225390434265,0.764112651348114,0.711971640586853,0.7199022769927979,28.357693,0.287559,87.538044,0.245344,47.099528,0.014175,0.241101,0.040231,0.010955,0.222165,0.6829944369243401,1
C_N_456_resized,1,0.6682918667793274,0.821806013584137,0.6723045706748962,0.7208008170127869,24.227989,0.227248,82.66807,0.20615,46.424744,0.014934,0.240443,0.051175,0.005138,0.266373,0.6830013036777292,1
C_N_457_resized,1,0.5894334316253662,0.7500402927398682,0.5645604133605957,0.63467804590861,10.978453,0.22147,35.141384,0.005493,35.141384,0.006091,0.034331,0.058775,0.020021,0.259109,0.5596111550861399,1
C_N_458_resized,1,0.7805660963058472,0.6607498526573181,0.6024631857872009,0.6812597115834554,46.555037,0.192673,120.297963,0.113074,113.419001,0.007628,0.123827,0.066708,0.048397,0.14381,0.6902564371015985,1
C_N_459_resized,1,0.8059545755386353,0.9294220209121704,0.8575951457023621,0.8643239140510559,11.346288,0.34622,76.22258,0.131537,27.187924,0.019124,0.084262,0.148455,0.13795,0.076862,0.768010172446682,1
C_N_46,1,0.6776165962219238,0.816325306892395,0.6935634016990662,0.729168434937795,3.166387,0.129781,12.438748,0.063144,5.906358,0.009733,0.125355,0.092473,0.110014,0.06069,0.6130630358238034,1
C_N_460,1,0.6682986617088318,0.8498985171318054,0.8500675559043884,0.7894215782483419,15.443176,0.212905,74.659725,0.126806,35.660777,0.019269,0.216354,0.062749,0.084283,0.43924,0.7095264922125014,1
C_N_461,1,0.7981711030006409,0.9213691353797913,0.9153711795806885,0.8783038059870402,11.990768,0.290388,68.315408,0.130317,16.636736,0.022858,0.142621,0.081163,0.140598,0.499504,0.7712817778017754,1
C_N_462_resized,1,0.7924361824989319,0.9349492788314819,0.865440845489502,0.8642754356066386,7.427441,0.373709,54.547948,0.158613,21.158486,0.012852,0.140154,0.083457,0.09618,0.179187,0.7632574102292858,1
C_N_463_resized,1,0.7686463594436646,0.9008496999740601,0.8482266068458557,0.8392408887545267,30.780337,0.286673,127.03181,0.16065,98.887444,0.036286,0.334579,0.090779,0.124248,0.346754,0.825179158427599,1
C_N_464_resized,1,0.7830345630645752,0.6579660773277283,0.6472037434577942,0.6960681279500326,5.168439,0.125602,20.025209,0.072126,10.567369,0.002215,0.065868,0.027991,0.051847,0.076478,0.582007079811572,1
C_N_465_resized,1,0.7362152934074402,0.8819171190261841,0.7550612092018127,0.7910645405451456,3.068118,0.110714,28.172597,0.013203,7.461033,0.006383,0.057464,0.103196,0.088357,0.143449,0.6518289707399209,1
C_N_466_resized,1,0.7931256294250488,0.3338402509689331,0.6741352677345276,0.6003670493761698,12.272054,0.133353,41.738649,0.070821,36.607299,0.001367,0.043716,0.047429,0.037195,0.002923,0.5502781721153078,1
C_N_467_resized,1,0.8009267449378967,0.8650110363960266,0.7556808590888977,0.8072062134742737,31.53131,0.210775,158.054197,0.089024,52.205629,0.009082,0.174109,0.143298,0.10472,0.03275,0.7399363944904449,1
C_N_468_resized,1,0.826934814453125,0.8859557509422302,0.8885053396224976,0.8671319683392843,18.069452,0.14709,176.684858,0.098827,10.35778,0.011373,0.146582,0.088275,0.074085,0.041458,0.7448180145423587,1
C_N_469_resized,1,0.6124227643013,0.3579530417919159,0.51297926902771,0.4944516917069753,8.573407,0.051133,25.004943,0.012027,24.479791,0.002145,0.068955,0.047091,0.019673,0.052567,0.42963575891711614,0
C_N_47,1,0.7640109062194824,0.8771699070930481,0.7756558656692505,0.8056122263272604,9.398073,0.106999,27.47218,0.059329,27.47218,0.004684,0.123998,0.095898,0.054689,0.082897,0.6753945724894045,1
C_N_470_resized,1,0.709461510181427,0.5632355213165283,0.7401581406593323,0.6709517240524292,16.234683,0.120171,49.364825,0.070089,42.841079,0.003703,0.083414,0.063751,0.071088,0.034256,0.5865721429933137,1
C_N_471_resized,1,0.5991740226745605,0.4001254737377167,0.49819278717041016,0.49916409452756244,7.565027,0.054245,23.780135,0.009529,23.780135,0.002704,0.080955,0.034214,0.034668,0.150681,0.4307500108219378,0
C_N_472_resized,1,0.5804953575134277,0.36616650223731995,0.4896143078804016,0.47875872254371643,12.890371,0.058102,33.803511,0.018859,33.803511,0.001899,0.05144,0.040005,0.022915,0.133493,0.4247548343407384,0
C_N_473_resized,1,0.6131722927093506,0.635905921459198,0.3269062042236328,0.5253281394640604,8.227749,0.051106,28.650607,0.014329,19.847763,0.000397,0.020403,0.02356,0.023047,0.059606,0.4466042903750505,1
C_N_474_resized,1,0.7209576964378357,0.6718592643737793,0.7381914258003235,0.7103361288706461,54.282865,0.424819,321.890126,0.276062,121.108064,0.000664,0.025631,0.034348,0.008463,0.040232,0.751744642011893,1
C_N_475_resized,1,0.6592831611633301,0.6812117695808411,0.8454897999763489,0.72866157690684,64.39533,0.396268,154.231958,0.276611,130.468288,0.0005,0.015178,0.023754,0.007075,0.057286,0.7657737880450831,1
C_N_476_resized,1,0.6748199462890625,0.5941997170448303,0.7919092178344727,0.6869762937227885,74.145224,0.50195,225.795272,0.254343,130.83489,0.002188,0.019033,0.056122,0.010236,0.06793,0.7542064259768505,1
C_N_477_resized,1,0.6806402206420898,0.7312477231025696,0.8119724988937378,0.7412868142127991,74.902111,0.517407,245.293309,0.376162,134.819429,0.000817,0.055144,0.035603,0.022864,0.05621,0.7903065836177365,1
C_N_478_resized,1,0.733313798904419,0.8386040925979614,0.7348437905311584,0.7689205606778463,55.106246,0.763492,326.423935,0.075617,38.755305,0.027456,0.04448,0.163495,0.227246,0.354643,0.8053665737981537,1
C_N_479_resized,1,0.7618007063865662,0.9350714087486267,0.8007206320762634,0.8325309157371521,11.891941,0.107132,36.344664,0.045561,36.344664,0.005252,0.079108,0.095726,0.079282,0.077423,0.7066728082955462,1
C_N_48,1,0.7477627992630005,0.7971990704536438,0.6629748940467834,0.735978921254476,5.074133,0.114907,14.811101,0.065194,14.517173,0.001503,0.038848,0.04344,0.017049,0.108801,0.6033364082939519,1
C_N_480_resized,1,0.7162745594978333,0.8664174675941467,0.815726637840271,0.7994728883107504,7.722381,0.101188,38.02121,0.03842,21.575304,0.008391,0.090576,0.051969,0.055038,0.294604,0.6660331436082798,1
